activation_scale,energy_scope,excluded,baseline_checkpoint,cmm_crosssim_checkpoint,vread_v,pulse_ns,sample_limit,processed_images,activation_vectors_per_tile,token_vectors_seen_per_layer_sum,r_on_ohm,r_off_ohm,tile_shape,adc_resolution,dac_resolution,read_noise_std,write_noise_std,digital_reference_scope,digital_mac_energy_pj,digital_mac_model,tile_rank,tile_id,layer_name,group,polarity,core_row,core_col,row_start,row_end,col_start,col_end,g_raw_min,g_raw_max,g_raw_mean,r_min_ohm,r_max_ohm,r_mean_ohm,tile_total_energy_j,tile_total_read_current_a,tile_mean_vector_power_w,tile_mean_vector_read_current_a,vector_count,nonzero_vector_count
per_vector,crossbar_core_read_only,"adc,dac,sense,digital_bias,layernorm,softmax,residual,encoder",checkpoints\caption_transformer_epoch_10.pt,checkpoints\caption_transformer_array-128x128_cmm_crosssim.pt,0.1,10.0,16,16,784,6162,1000.0,100000.0,128x128,10,0,0.0001,0.0001,same_decoder_mapped_linear_mac_only,1.0,configurable_reference,,layers.0.cross_attn.k_proj|r0c0|neg,layers.0.cross_attn.k_proj,cross_attn,neg,0,0,0,128,0,128,0.00959396066392489,0.9368820880895354,0.11034938815959924,1066.6515717451214,51287.25613035173,29404.536991063123,2.046807963747877e-08,44.761732454494464,0.002610724443555964,0.05709404649807967,784,784
per_vector,crossbar_core_read_only,"adc,dac,sense,digital_bias,layernorm,softmax,residual,encoder",checkpoints\caption_transformer_epoch_10.pt,checkpoints\caption_transformer_array-128x128_cmm_crosssim.pt,0.1,10.0,16,16,784,6162,1000.0,100000.0,128x128,10,0,0.0001,0.0001,same_decoder_mapped_linear_mac_only,1.0,configurable_reference,,layers.0.cross_attn.k_proj|r0c0|pos,layers.0.cross_attn.k_proj,cross_attn,pos,0,0,0,128,0,128,0.009592644106547619,1.0000675586331431,0.11137646474392329,999.9331214262311,51290.68477872275,29262.744853223707,2.074548277292895e-08,45.248768900057,0.002646107496547061,0.05771526645415434,784,784
per_vector,crossbar_core_read_only,"adc,dac,sense,digital_bias,layernorm,softmax,residual,encoder",checkpoints\caption_transformer_epoch_10.pt,checkpoints\caption_transformer_array-128x128_cmm_crosssim.pt,0.1,10.0,16,16,784,6162,1000.0,100000.0,128x128,10,0,0.0001,0.0001,same_decoder_mapped_linear_mac_only,1.0,configurable_reference,,layers.0.cross_attn.k_proj|r0c1|neg,layers.0.cross_attn.k_proj,cross_attn,neg,0,1,0,128,128,256,0.009628748429146282,0.9308437698213475,0.1093110943799607,1073.496587317652,51196.82577752277,29537.073051667816,1.9529241741124963e-08,43.30721232472118,0.002490974711878187,0.05523879123051171,784,784
per_vector,crossbar_core_read_only,"adc,dac,sense,digital_bias,layernorm,softmax,residual,encoder",checkpoints\caption_transformer_epoch_10.pt,checkpoints\caption_transformer_array-128x128_cmm_crosssim.pt,0.1,10.0,16,16,784,6162,1000.0,100000.0,128x128,10,0,0.0001,0.0001,same_decoder_mapped_linear_mac_only,1.0,configurable_reference,,layers.0.cross_attn.k_proj|r0c1|pos,layers.0.cross_attn.k_proj,cross_attn,pos,0,1,0,128,128,256,0.009595727716296226,0.9041018985027596,0.1116167062372785,1104.898048994071,51282.654999524624,29054.694149940242,1.9864621862100503e-08,44.11436100680035,0.0025337527885332207,0.056268317610714734,784,784
per_vector,crossbar_core_read_only,"adc,dac,sense,digital_bias,layernorm,softmax,residual,encoder",checkpoints\caption_transformer_epoch_10.pt,checkpoints\caption_transformer_array-128x128_cmm_crosssim.pt,0.1,10.0,16,16,784,6162,1000.0,100000.0,128x128,10,0,0.0001,0.0001,same_decoder_mapped_linear_mac_only,1.0,configurable_reference,,layers.0.cross_attn.k_proj|r1c0|neg,layers.0.cross_attn.k_proj,cross_attn,neg,1,0,128,256,0,128,0.009649810476442332,0.8472898457838433,0.11402848885703246,1178.1103135961898,51142.23007291874,29321.322382294355,2.1134714635014852e-08,46.16984438036319,0.0026957544177314834,0.05889010762801427,784,784
per_vector,crossbar_core_read_only,"adc,dac,sense,digital_bias,layernorm,softmax,residual,encoder",checkpoints\caption_transformer_epoch_10.pt,checkpoints\caption_transformer_array-128x128_cmm_crosssim.pt,0.1,10.0,16,16,784,6162,1000.0,100000.0,128x128,10,0,0.0001,0.0001,same_decoder_mapped_linear_mac_only,1.0,configurable_reference,,layers.0.cross_attn.k_proj|r1c0|pos,layers.0.cross_attn.k_proj,cross_attn,pos,1,0,128,256,0,128,0.009547417165170297,0.9304285331373419,0.11383535169163632,1073.970527946539,51408.746176831846,29163.085721264673,2.11502148713816e-08,46.16674250920838,0.002697731488696629,0.058886151159704574,784,784
per_vector,crossbar_core_read_only,"adc,dac,sense,digital_bias,layernorm,softmax,residual,encoder",checkpoints\caption_transformer_epoch_10.pt,checkpoints\caption_transformer_array-128x128_cmm_crosssim.pt,0.1,10.0,16,16,784,6162,1000.0,100000.0,128x128,10,0,0.0001,0.0001,same_decoder_mapped_linear_mac_only,1.0,configurable_reference,,layers.0.cross_attn.k_proj|r1c1|neg,layers.0.cross_attn.k_proj,cross_attn,neg,1,1,128,256,128,256,0.009606384788934013,0.8296759724931914,0.11373032702023858,1202.8205476418887,51254.92312616234,29298.20643982198,2.0226756533928937e-08,44.894289265016724,0.002579943435450123,0.057263124062521334,784,784
per_vector,crossbar_core_read_only,"adc,dac,sense,digital_bias,layernorm,softmax,residual,encoder",checkpoints\caption_transformer_epoch_10.pt,checkpoints\caption_transformer_array-128x128_cmm_crosssim.pt,0.1,10.0,16,16,784,6162,1000.0,100000.0,128x128,10,0,0.0001,0.0001,same_decoder_mapped_linear_mac_only,1.0,configurable_reference,,layers.0.cross_attn.k_proj|r1c1|pos,layers.0.cross_attn.k_proj,cross_attn,pos,1,1,128,256,128,256,0.00965389117148636,0.9516808282442106,0.114751583944624,1050.2392224820176,51131.66581638713,29128.57311180365,2.0372388658342726e-08,45.24416155940366,0.002598518961523307,0.05770938974413732,784,784
per_vector,crossbar_core_read_only,"adc,dac,sense,digital_bias,layernorm,softmax,residual,encoder",checkpoints\caption_transformer_epoch_10.pt,checkpoints\caption_transformer_array-128x128_cmm_crosssim.pt,0.1,10.0,16,16,784,6162,1000.0,100000.0,128x128,10,0,0.0001,0.0001,same_decoder_mapped_linear_mac_only,1.0,configurable_reference,,layers.0.cross_attn.o_proj|r0c0|neg,layers.0.cross_attn.o_proj,cross_attn,neg,0,0,0,128,0,128,0.009598773228230785,0.8896060321913963,0.11578512065128126,1122.6999041013678,51274.72689517816,29091.23670141121,3.573808540451391e-09,8.536243323221674,0.002007757606995162,0.047956423164166706,178,178
per_vector,crossbar_core_read_only,"adc,dac,sense,digital_bias,layernorm,softmax,residual,encoder",checkpoints\caption_transformer_epoch_10.pt,checkpoints\caption_transformer_array-128x128_cmm_crosssim.pt,0.1,10.0,16,16,784,6162,1000.0,100000.0,128x128,10,0,0.0001,0.0001,same_decoder_mapped_linear_mac_only,1.0,configurable_reference,,layers.0.cross_attn.o_proj|r0c0|pos,layers.0.cross_attn.o_proj,cross_attn,pos,0,0,0,128,0,128,0.009666360599430247,0.8693813999185079,0.11378806410307439,1148.5175810151713,51099.41152054727,29377.299907930228,3.545129349074389e-09,8.42996969157326,0.001991645701727184,0.04735938028973742,178,178
per_vector,crossbar_core_read_only,"adc,dac,sense,digital_bias,layernorm,softmax,residual,encoder",checkpoints\caption_transformer_epoch_10.pt,checkpoints\caption_transformer_array-128x128_cmm_crosssim.pt,0.1,10.0,16,16,784,6162,1000.0,100000.0,128x128,10,0,0.0001,0.0001,same_decoder_mapped_linear_mac_only,1.0,configurable_reference,,layers.0.cross_attn.o_proj|r0c1|neg,layers.0.cross_attn.o_proj,cross_attn,neg,0,1,0,128,128,256,0.009541361896962194,0.9223171284033267,0.11505914116836087,1083.3133423608447,51424.59424988408,29334.44929809703,3.6653875357243982e-09,8.789157006864516,0.0020592064807440453,0.04937728655541863,178,178
per_vector,crossbar_core_read_only,"adc,dac,sense,digital_bias,layernorm,softmax,residual,encoder",checkpoints\caption_transformer_epoch_10.pt,checkpoints\caption_transformer_array-128x128_cmm_crosssim.pt,0.1,10.0,16,16,784,6162,1000.0,100000.0,128x128,10,0,0.0001,0.0001,same_decoder_mapped_linear_mac_only,1.0,configurable_reference,,layers.0.cross_attn.o_proj|r0c1|pos,layers.0.cross_attn.o_proj,cross_attn,pos,0,1,0,128,128,256,0.009611091002405916,0.9603711194737893,0.11681030286523483,1040.834640499747,51242.686145007865,29025.822037299655,3.727651290269825e-09,8.946721725636332,0.0020941861181291146,0.05026248160469849,178,178
per_vector,crossbar_core_read_only,"adc,dac,sense,digital_bias,layernorm,softmax,residual,encoder",checkpoints\caption_transformer_epoch_10.pt,checkpoints\caption_transformer_array-128x128_cmm_crosssim.pt,0.1,10.0,16,16,784,6162,1000.0,100000.0,128x128,10,0,0.0001,0.0001,same_decoder_mapped_linear_mac_only,1.0,configurable_reference,,layers.0.cross_attn.o_proj|r1c0|neg,layers.0.cross_attn.o_proj,cross_attn,neg,1,0,128,256,0,128,0.009633258338441466,0.9906849968693227,0.11636866020347107,1009.307687223642,51185.12567112326,29166.5688604493,3.601869441226623e-09,8.585947259252235,0.0020235221579924852,0.048235658759844015,178,178
per_vector,crossbar_core_read_only,"adc,dac,sense,digital_bias,layernorm,softmax,residual,encoder",checkpoints\caption_transformer_epoch_10.pt,checkpoints\caption_transformer_array-128x128_cmm_crosssim.pt,0.1,10.0,16,16,784,6162,1000.0,100000.0,128x128,10,0,0.0001,0.0001,same_decoder_mapped_linear_mac_only,1.0,configurable_reference,,layers.0.cross_attn.o_proj|r1c0|pos,layers.0.cross_attn.o_proj,cross_attn,pos,1,0,128,256,0,128,0.009548319608757539,1.000216336323513,0.11650506705781116,999.7858728999569,51406.38510426598,29229.805945698747,3.575003201576808e-09,8.561907549084045,0.00200842876493079,0.04810060420833733,178,178
per_vector,crossbar_core_read_only,"adc,dac,sense,digital_bias,layernorm,softmax,residual,encoder",checkpoints\caption_transformer_epoch_10.pt,checkpoints\caption_transformer_array-128x128_cmm_crosssim.pt,0.1,10.0,16,16,784,6162,1000.0,100000.0,128x128,10,0,0.0001,0.0001,same_decoder_mapped_linear_mac_only,1.0,configurable_reference,,layers.0.cross_attn.o_proj|r1c1|neg,layers.0.cross_attn.o_proj,cross_attn,neg,1,1,128,256,128,256,0.00954268526388215,0.9454029281598096,0.11855923451410659,1057.1395571006922,51421.129850460326,28952.654985384026,3.8023100319150974e-09,9.082603724702002,0.002136129231412975,0.05102586362192136,178,178
per_vector,crossbar_core_read_only,"adc,dac,sense,digital_bias,layernorm,softmax,residual,encoder",checkpoints\caption_transformer_epoch_10.pt,checkpoints\caption_transformer_array-128x128_cmm_crosssim.pt,0.1,10.0,16,16,784,6162,1000.0,100000.0,128x128,10,0,0.0001,0.0001,same_decoder_mapped_linear_mac_only,1.0,configurable_reference,,layers.0.cross_attn.o_proj|r1c1|pos,layers.0.cross_attn.o_proj,cross_attn,pos,1,1,128,256,128,256,0.009632475035097503,0.9501008864088188,0.1166588493505498,1051.9673141373246,51187.15741968784,29277.873635816006,3.736215967326907e-09,8.938787776389225,0.0020989977344533194,0.05021790885611924,178,178
per_vector,crossbar_core_read_only,"adc,dac,sense,digital_bias,layernorm,softmax,residual,encoder",checkpoints\caption_transformer_epoch_10.pt,checkpoints\caption_transformer_array-128x128_cmm_crosssim.pt,0.1,10.0,16,16,784,6162,1000.0,100000.0,128x128,10,0,0.0001,0.0001,same_decoder_mapped_linear_mac_only,1.0,configurable_reference,,layers.0.cross_attn.q_proj|r0c0|neg,layers.0.cross_attn.q_proj,cross_attn,neg,0,0,0,128,0,128,0.009590553315161279,0.8790245439568194,0.102750560875525,1136.0611619934525,51296.130670431216,29467.13355314629,4.004605001932259e-09,9.012304548417383,0.0022497780909731787,0.05063092442931114,178,178
per_vector,crossbar_core_read_only,"adc,dac,sense,digital_bias,layernorm,softmax,residual,encoder",checkpoints\caption_transformer_epoch_10.pt,checkpoints\caption_transformer_array-128x128_cmm_crosssim.pt,0.1,10.0,16,16,784,6162,1000.0,100000.0,128x128,10,0,0.0001,0.0001,same_decoder_mapped_linear_mac_only,1.0,configurable_reference,,layers.0.cross_attn.q_proj|r0c0|pos,layers.0.cross_attn.q_proj,cross_attn,pos,0,0,0,128,0,128,0.009589205431787156,0.9447304950096672,0.10267907578810694,1057.8840399531289,51299.64212014453,29732.376419415195,4.014219486480845e-09,9.028147103075655,0.002255179486786989,0.05071992754536885,178,178
per_vector,crossbar_core_read_only,"adc,dac,sense,digital_bias,layernorm,softmax,residual,encoder",checkpoints\caption_transformer_epoch_10.pt,checkpoints\caption_transformer_array-128x128_cmm_crosssim.pt,0.1,10.0,16,16,784,6162,1000.0,100000.0,128x128,10,0,0.0001,0.0001,same_decoder_mapped_linear_mac_only,1.0,configurable_reference,,layers.0.cross_attn.q_proj|r0c1|neg,layers.0.cross_attn.q_proj,cross_attn,neg,0,1,0,128,128,256,0.009584257116366013,0.8409254990459061,0.10447251585177836,1186.9207354228636,51312.53738884467,29543.06424599363,3.746804880237003e-09,8.619024146898361,0.002104946561930899,0.04842148397133911,178,178
per_vector,crossbar_core_read_only,"adc,dac,sense,digital_bias,layernorm,softmax,residual,encoder",checkpoints\caption_transformer_epoch_10.pt,checkpoints\caption_transformer_array-128x128_cmm_crosssim.pt,0.1,10.0,16,16,784,6162,1000.0,100000.0,128x128,10,0,0.0001,0.0001,same_decoder_mapped_linear_mac_only,1.0,configurable_reference,,layers.0.cross_attn.q_proj|r0c1|pos,layers.0.cross_attn.q_proj,cross_attn,pos,0,1,0,128,128,256,0.009618844679864992,0.8422509113051102,0.1040838197661465,1185.0750666868353,51222.537961113,29599.470473270805,3.7171296773712934e-09,8.56454567545187,0.002088275099646794,0.04811542514298803,178,178
per_vector,crossbar_core_read_only,"adc,dac,sense,digital_bias,layernorm,softmax,residual,encoder",checkpoints\caption_transformer_epoch_10.pt,checkpoints\caption_transformer_array-128x128_cmm_crosssim.pt,0.1,10.0,16,16,784,6162,1000.0,100000.0,128x128,10,0,0.0001,0.0001,same_decoder_mapped_linear_mac_only,1.0,configurable_reference,,layers.0.cross_attn.q_proj|r1c0|neg,layers.0.cross_attn.q_proj,cross_attn,neg,1,0,128,256,0,128,0.009647943982060404,0.9099628658447507,0.10525492259839206,1097.8596557360731,51147.06357876967,29819.374138315492,4.082086699902926e-09,9.199935896923094,0.0022933071347769236,0.05168503312878143,178,178
per_vector,crossbar_core_read_only,"adc,dac,sense,digital_bias,layernorm,softmax,residual,encoder",checkpoints\caption_transformer_epoch_10.pt,checkpoints\caption_transformer_array-128x128_cmm_crosssim.pt,0.1,10.0,16,16,784,6162,1000.0,100000.0,128x128,10,0,0.0001,0.0001,same_decoder_mapped_linear_mac_only,1.0,configurable_reference,,layers.0.cross_attn.q_proj|r1c0|pos,layers.0.cross_attn.q_proj,cross_attn,pos,1,0,128,256,0,128,0.009621217399245667,0.8783111343320747,0.10647825793742326,1136.9734378693997,51216.37553810341,29183.667623040128,4.1303461435737644e-09,9.299397438408523,0.002320419181783012,0.05224380583375574,178,178
per_vector,crossbar_core_read_only,"adc,dac,sense,digital_bias,layernorm,softmax,residual,encoder",checkpoints\caption_transformer_epoch_10.pt,checkpoints\caption_transformer_array-128x128_cmm_crosssim.pt,0.1,10.0,16,16,784,6162,1000.0,100000.0,128x128,10,0,0.0001,0.0001,same_decoder_mapped_linear_mac_only,1.0,configurable_reference,,layers.0.cross_attn.q_proj|r1c1|neg,layers.0.cross_attn.q_proj,cross_attn,neg,1,1,128,256,128,256,0.009630557282791366,0.9999527826834186,0.10782032343899202,1000.0467473286261,51192.13240658456,29500.332212251393,3.8302832008868835e-09,8.831528001411266,0.0021518444948802713,0.04961532585062509,178,178
per_vector,crossbar_core_read_only,"adc,dac,sense,digital_bias,layernorm,softmax,residual,encoder",checkpoints\caption_transformer_epoch_10.pt,checkpoints\caption_transformer_array-128x128_cmm_crosssim.pt,0.1,10.0,16,16,784,6162,1000.0,100000.0,128x128,10,0,0.0001,0.0001,same_decoder_mapped_linear_mac_only,1.0,configurable_reference,,layers.0.cross_attn.q_proj|r1c1|pos,layers.0.cross_attn.q_proj,cross_attn,pos,1,1,128,256,128,256,0.00964231222798375,0.9553765409203646,0.10672369000393295,1046.2190540136623,51161.65320451851,29500.269698050895,3.8053041166921906e-09,8.772259262680423,0.002137811301512468,0.049282355408316984,178,178
per_vector,crossbar_core_read_only,"adc,dac,sense,digital_bias,layernorm,softmax,residual,encoder",checkpoints\caption_transformer_epoch_10.pt,checkpoints\caption_transformer_array-128x128_cmm_crosssim.pt,0.1,10.0,16,16,784,6162,1000.0,100000.0,128x128,10,0,0.0001,0.0001,same_decoder_mapped_linear_mac_only,1.0,configurable_reference,,layers.0.cross_attn.v_proj|r0c0|neg,layers.0.cross_attn.v_proj,cross_attn,neg,0,0,0,128,0,128,0.009628752357316618,0.886426492192268,0.11787623052769955,1126.6815658384332,51196.81558430059,29072.93065075719,2.1794925067370562e-08,47.60817849326611,0.002779964932062571,0.06072471746590065,784,784
per_vector,crossbar_core_read_only,"adc,dac,sense,digital_bias,layernorm,softmax,residual,encoder",checkpoints\caption_transformer_epoch_10.pt,checkpoints\caption_transformer_array-128x128_cmm_crosssim.pt,0.1,10.0,16,16,784,6162,1000.0,100000.0,128x128,10,0,0.0001,0.0001,same_decoder_mapped_linear_mac_only,1.0,configurable_reference,,layers.0.cross_attn.v_proj|r0c0|pos,layers.0.cross_attn.v_proj,cross_attn,pos,0,0,0,128,0,128,0.009624187882549456,0.8399188505782189,0.11617696974627614,1188.326363685037,51208.662693419006,29129.09614475642,2.1482255454099235e-08,46.94685486518729,0.00274008360383919,0.05988119243008583,784,784
per_vector,crossbar_core_read_only,"adc,dac,sense,digital_bias,layernorm,softmax,residual,encoder",checkpoints\caption_transformer_epoch_10.pt,checkpoints\caption_transformer_array-128x128_cmm_crosssim.pt,0.1,10.0,16,16,784,6162,1000.0,100000.0,128x128,10,0,0.0001,0.0001,same_decoder_mapped_linear_mac_only,1.0,configurable_reference,,layers.0.cross_attn.v_proj|r0c1|neg,layers.0.cross_attn.v_proj,cross_attn,neg,0,1,0,128,128,256,0.009629597103965278,0.8774454015862462,0.11505561223381913,1138.0824673503814,51194.623642717765,29316.52277087213,2.0404323336801412e-08,45.33894965326902,0.002602592262347115,0.05783029292508803,784,784
per_vector,crossbar_core_read_only,"adc,dac,sense,digital_bias,layernorm,softmax,residual,encoder",checkpoints\caption_transformer_epoch_10.pt,checkpoints\caption_transformer_array-128x128_cmm_crosssim.pt,0.1,10.0,16,16,784,6162,1000.0,100000.0,128x128,10,0,0.0001,0.0001,same_decoder_mapped_linear_mac_only,1.0,configurable_reference,,layers.0.cross_attn.v_proj|r0c1|pos,layers.0.cross_attn.v_proj,cross_attn,pos,0,1,0,128,128,256,0.009617005809708134,0.8947083902649826,0.11795010630876743,1116.3688282774551,51227.31489185703,28863.919435480166,2.0903468786142345e-08,46.41107940719257,0.002666258773742642,0.05919780536631705,784,784
per_vector,crossbar_core_read_only,"adc,dac,sense,digital_bias,layernorm,softmax,residual,encoder",checkpoints\caption_transformer_epoch_10.pt,checkpoints\caption_transformer_array-128x128_cmm_crosssim.pt,0.1,10.0,16,16,784,6162,1000.0,100000.0,128x128,10,0,0.0001,0.0001,same_decoder_mapped_linear_mac_only,1.0,configurable_reference,,layers.0.cross_attn.v_proj|r1c0|neg,layers.0.cross_attn.v_proj,cross_attn,neg,1,0,128,256,0,128,0.009587404917954604,1.0001727193592576,0.1170603767595606,999.829037067657,51304.33349398814,28953.207525082405,2.1626260536290597e-08,47.26942996063421,0.0027584515990166504,0.06029264025591099,784,784
per_vector,crossbar_core_read_only,"adc,dac,sense,digital_bias,layernorm,softmax,residual,encoder",checkpoints\caption_transformer_epoch_10.pt,checkpoints\caption_transformer_array-128x128_cmm_crosssim.pt,0.1,10.0,16,16,784,6162,1000.0,100000.0,128x128,10,0,0.0001,0.0001,same_decoder_mapped_linear_mac_only,1.0,configurable_reference,,layers.0.cross_attn.v_proj|r1c0|pos,layers.0.cross_attn.v_proj,cross_attn,pos,1,0,128,256,0,128,0.00955180010853192,0.9140794417526281,0.11668315296403722,1092.9694607530814,51397.2810672428,29158.56723958795,2.1621634073966827e-08,47.204845303864715,0.002757861489026383,0.06021026186717438,784,784
per_vector,crossbar_core_read_only,"adc,dac,sense,digital_bias,layernorm,softmax,residual,encoder",checkpoints\caption_transformer_epoch_10.pt,checkpoints\caption_transformer_array-128x128_cmm_crosssim.pt,0.1,10.0,16,16,784,6162,1000.0,100000.0,128x128,10,0,0.0001,0.0001,same_decoder_mapped_linear_mac_only,1.0,configurable_reference,,layers.0.cross_attn.v_proj|r1c1|neg,layers.0.cross_attn.v_proj,cross_attn,neg,1,1,128,256,128,256,0.009589589997828463,0.8719027769756944,0.11984711002182302,1145.2343231414782,51298.64021567277,28736.261245557427,2.1209583872759947e-08,47.09745181096778,0.0027053040654030527,0.060073280371132375,784,784
per_vector,crossbar_core_read_only,"adc,dac,sense,digital_bias,layernorm,softmax,residual,encoder",checkpoints\caption_transformer_epoch_10.pt,checkpoints\caption_transformer_array-128x128_cmm_crosssim.pt,0.1,10.0,16,16,784,6162,1000.0,100000.0,128x128,10,0,0.0001,0.0001,same_decoder_mapped_linear_mac_only,1.0,configurable_reference,,layers.0.cross_attn.v_proj|r1c1|pos,layers.0.cross_attn.v_proj,cross_attn,pos,1,1,128,256,128,256,0.009592051749378832,0.9611066115735067,0.11396425806132371,1040.0464201047298,51292.22757613291,29471.264494736468,2.024090806701743e-08,44.93398561720236,0.0025817484779358953,0.05731375716479893,784,784
per_vector,crossbar_core_read_only,"adc,dac,sense,digital_bias,layernorm,softmax,residual,encoder",checkpoints\caption_transformer_epoch_10.pt,checkpoints\caption_transformer_array-128x128_cmm_crosssim.pt,0.1,10.0,16,16,784,6162,1000.0,100000.0,128x128,10,0,0.0001,0.0001,same_decoder_mapped_linear_mac_only,1.0,configurable_reference,,layers.0.ffn.0|r0c0|neg,layers.0.ffn.0,ffn,neg,0,0,0,128,0,128,0.00962333958753256,0.7091314222623212,0.08433779783475297,1404.4152691806619,51210.86505010354,30155.190609693454,3.308679712985756e-09,7.492536294508613,0.0018588088275200878,0.04209290053094727,178,178
per_vector,crossbar_core_read_only,"adc,dac,sense,digital_bias,layernorm,softmax,residual,encoder",checkpoints\caption_transformer_epoch_10.pt,checkpoints\caption_transformer_array-128x128_cmm_crosssim.pt,0.1,10.0,16,16,784,6162,1000.0,100000.0,128x128,10,0,0.0001,0.0001,same_decoder_mapped_linear_mac_only,1.0,configurable_reference,,layers.0.ffn.0|r0c0|pos,layers.0.ffn.0,ffn,pos,0,0,0,128,0,128,0.009621911616632,0.6351052151919244,0.08272403624057079,1565.5475265174437,51214.57279818119,30447.268470501847,3.2171324223449425e-09,7.29799327535088,0.0018073777653623278,0.040999962221072356,178,178
per_vector,crossbar_core_read_only,"adc,dac,sense,digital_bias,layernorm,softmax,residual,encoder",checkpoints\caption_transformer_epoch_10.pt,checkpoints\caption_transformer_array-128x128_cmm_crosssim.pt,0.1,10.0,16,16,784,6162,1000.0,100000.0,128x128,10,0,0.0001,0.0001,same_decoder_mapped_linear_mac_only,1.0,configurable_reference,,layers.0.ffn.0|r0c1|neg,layers.0.ffn.0,ffn,neg,0,1,0,128,128,256,0.009656328837500398,0.726319181962245,0.08187167344614865,1371.6367652426443,51125.357177132144,30530.84055513134,2.8270738639400876e-09,6.609075672679944,0.0015882437437865643,0.03712963861056148,178,178
per_vector,crossbar_core_read_only,"adc,dac,sense,digital_bias,layernorm,softmax,residual,encoder",checkpoints\caption_transformer_epoch_10.pt,checkpoints\caption_transformer_array-128x128_cmm_crosssim.pt,0.1,10.0,16,16,784,6162,1000.0,100000.0,128x128,10,0,0.0001,0.0001,same_decoder_mapped_linear_mac_only,1.0,configurable_reference,,layers.0.ffn.0|r0c1|pos,layers.0.ffn.0,ffn,pos,0,1,0,128,128,256,0.00962277254730978,0.7137644743911299,0.08408646452099407,1395.426404133209,51212.33731436667,30177.254715014577,2.8613303461660557e-09,6.750567537020963,0.001607488958520256,0.03792453672483687,178,178
per_vector,crossbar_core_read_only,"adc,dac,sense,digital_bias,layernorm,softmax,residual,encoder",checkpoints\caption_transformer_epoch_10.pt,checkpoints\caption_transformer_array-128x128_cmm_crosssim.pt,0.1,10.0,16,16,784,6162,1000.0,100000.0,128x128,10,0,0.0001,0.0001,same_decoder_mapped_linear_mac_only,1.0,configurable_reference,,layers.0.ffn.0|r1c0|neg,layers.0.ffn.0,ffn,neg,1,0,128,256,0,128,0.009585987912720813,0.6798906019166048,0.08212196236338767,1463.93230368027,51308.026210827265,30349.150993367657,3.2288154049143952e-09,7.316988812733662,0.001813941238715953,0.04110667872322282,178,178
per_vector,crossbar_core_read_only,"adc,dac,sense,digital_bias,layernorm,softmax,residual,encoder",checkpoints\caption_transformer_epoch_10.pt,checkpoints\caption_transformer_array-128x128_cmm_crosssim.pt,0.1,10.0,16,16,784,6162,1000.0,100000.0,128x128,10,0,0.0001,0.0001,same_decoder_mapped_linear_mac_only,1.0,configurable_reference,,layers.0.ffn.0|r1c0|pos,layers.0.ffn.0,ffn,pos,1,0,128,256,0,128,0.009608106189941406,0.7333656214523747,0.0826793702771238,1358.6366451854396,51250.446503517225,30432.09084216233,3.22593778616722e-09,7.308767851286819,0.0018123245989703476,0.041060493546555166,178,178
per_vector,crossbar_core_read_only,"adc,dac,sense,digital_bias,layernorm,softmax,residual,encoder",checkpoints\caption_transformer_epoch_10.pt,checkpoints\caption_transformer_array-128x128_cmm_crosssim.pt,0.1,10.0,16,16,784,6162,1000.0,100000.0,128x128,10,0,0.0001,0.0001,same_decoder_mapped_linear_mac_only,1.0,configurable_reference,,layers.0.ffn.0|r1c1|neg,layers.0.ffn.0,ffn,neg,1,1,128,256,128,256,0.00955082761346878,0.7053799518068217,0.08320610715010011,1411.7790184208022,51399.82452413589,30344.55649773168,2.8376423893412162e-09,6.672568044828631,0.0015941811176074245,0.03748633733049792,178,178
per_vector,crossbar_core_read_only,"adc,dac,sense,digital_bias,layernorm,softmax,residual,encoder",checkpoints\caption_transformer_epoch_10.pt,checkpoints\caption_transformer_array-128x128_cmm_crosssim.pt,0.1,10.0,16,16,784,6162,1000.0,100000.0,128x128,10,0,0.0001,0.0001,same_decoder_mapped_linear_mac_only,1.0,configurable_reference,,layers.0.ffn.0|r1c1|pos,layers.0.ffn.0,ffn,pos,1,1,128,256,128,256,0.0095478866287485,0.7881949898266755,0.08260700388080676,1265.3213973169238,51407.51788731193,30443.587028929298,2.840846425733594e-09,6.666266468444084,0.0015959811380525807,0.037450935215978,178,178
per_vector,crossbar_core_read_only,"adc,dac,sense,digital_bias,layernorm,softmax,residual,encoder",checkpoints\caption_transformer_epoch_10.pt,checkpoints\caption_transformer_array-128x128_cmm_crosssim.pt,0.1,10.0,16,16,784,6162,1000.0,100000.0,128x128,10,0,0.0001,0.0001,same_decoder_mapped_linear_mac_only,1.0,configurable_reference,,layers.0.ffn.0|r2c0|neg,layers.0.ffn.0,ffn,neg,2,0,256,384,0,128,0.009623334116638392,0.6969429945143283,0.08379174341995613,1428.6253804677226,51210.879254338666,30229.948185420093,3.2807701671243696e-09,7.437862300592258,0.0018431293073732406,0.04178574326175426,178,178
